transaction_id,date,amount,transaction_type,transaction_duration_secs,is_recurring,location,device_id,merchant_id,channel,day_of_week,hour_of_day,is_weekend,is_holiday,customer_age,amount_percentile,time_since_last_tx_secs,rolling_mean_3mo_amount,rolling_std_3mo_amount,is_anomaly
txnD004635,2024-10-02 18:16:28,8.61,debit,305,False,"Cleveland, OH",deviceC_23,merchantC_5,branch,2,18,False,False,32,13.656343656343656,31708.0,141.94,647.94,False
txnD004636,2024-10-02 21:54:03,9.78,debit,66,False,"Miami, FL",deviceC_15,merchantC_53,atm,2,21,False,False,32,17.802197802197803,13055.0,140.98,645.67,False
txnD004637,2024-10-03 17:15:41,8.51,debit,60,False,"Orlando, FL",deviceC_32,merchantC_70,online,3,17,False,False,32,13.316683316683317,69698.0,140.02,643.42,False
txnD004638,2024-10-03 18:28:44,10.13,debit,106,False,"Portland, OR",deviceC_1,merchantC_12,branch,3,18,False,False,32,18.88111888111888,4383.0,139.1,641.2,False
txnD004639,2024-10-05 08:31:12,16.15,debit,35,False,"Pittsburgh, PA",deviceC_31,merchantC_127,branch,5,8,True,True,32,38.04195804195804,136948.0,139.01,641.21,False
txnD004640,2024-10-05 15:13:27,13.08,debit,271,False,"Baltimore, MD",deviceC_17,merchantC_121,branch,5,15,True,True,32,28.321678321678323,24135.0,138.12,639.01,False
txnD004641,2024-10-08 02:06:18,49.68,debit,120,False,"Cleveland, OH",deviceC_8,merchantC_22,online,1,2,False,False,32,83.87612387612387,211971.0,138.51,649.94,False
txnD004642,2024-10-08 02:24:57,6.75,debit,171,False,"Orlando, FL",deviceC_16,merchantC_70,branch,1,2,False,False,32,7.962037962037962,1119.0,137.55,647.64,False
txnD004643,2024-10-08 21:19:26,8.26,debit,130,False,"Raleigh, NC",deviceC_18,merchantC_47,branch,1,21,False,False,32,12.617382617382617,68069.0,137.37,647.67,False
txnD004644,2024-10-09 02:31:27,6.52,credit,358,False,"Baltimore, MD",deviceC_3,merchantC_46,atm,2,2,False,False,32,7.372627372627373,18721.0,123.28,628.96,False
txnD004645,2024-10-09 03:03:54,15.22,debit,87,False,"Miami, FL",deviceC_9,merchantC_122,online,2,3,False,False,32,35.42457542457542,1947.0,122.5,626.73,False
txnD004646,2024-10-09 22:04:16,4.37,debit,178,False,"Cleveland, OH",deviceC_12,merchantC_80,atm,2,22,False,False,32,2.7572427572427576,68422.0,122.49,626.73,False
txnD004647,2024-10-10 03:53:19,12.34,debit,156,False,"Portland, OR",deviceC_27,merchantC_130,branch,3,3,False,False,32,25.814185814185812,20943.0,121.7,624.53,False
txnD004648,2024-10-12 22:29:33,41.72,debit,57,False,"Cleveland, OH",deviceC_3,merchantC_136,online,5,22,True,True,32,78.84115884115884,239774.0,120.67,626.77,False
txnD004649,2024-10-13 14:56:19,24.4,credit,151,False,"Kansas City, MO",deviceC_11,merchantC_8,online,6,14,True,True,32,57.82217782217782,59206.0,120.76,626.75,False
txnD004650,2024-10-13 19:58:51,150.14,credit,127,False,"Pittsburgh, PA",deviceC_29,merchantC_17,atm,6,19,True,True,32,96.36363636363636,18152.0,120.98,624.48,False
txnD004651,2024-10-13 21:12:23,37.29,credit,91,False,"Raleigh, NC",deviceC_8,merchantC_129,atm,6,21,True,True,32,75.24475524475524,4412.0,120.38,622.27,False
txnD004652,2024-10-13 22:02:59,60.0,credit,338,False,"Baltimore, MD",deviceC_6,merchantC_46,atm,6,22,True,True,32,88.27172827172826,3036.0,119.95,620.07,False
txnD004653,2024-10-14 18:29:17,31.18,debit,202,False,"Pittsburgh, PA",deviceC_17,merchantC_117,branch,0,18,False,False,32,68.61138861138862,73578.0,120.87,622.2,False
txnD004654,2024-10-15 01:04:50,38.91,debit,296,False,"Baltimore, MD",deviceC_5,merchantC_78,atm,1,1,False,False,32,76.72327672327673,23733.0,120.28,620.02,False
txnD004655,2024-10-15 10:09:33,55.15,credit,99,False,"Kansas City, MO",deviceC_9,merchantC_121,atm,1,10,False,False,32,86.45354645354645,32683.0,119.83,617.84,False
txnD004656,2024-10-16 15:54:36,22.01,debit,322,False,"Baltimore, MD",deviceC_21,merchantC_66,mobile,2,15,False,False,32,52.327672327672325,107103.0,119.14,615.71,False
txnD004657,2024-10-16 19:07:47,32.62,credit,135,False,"Pittsburgh, PA",deviceC_30,merchantC_125,atm,2,19,False,False,32,70.4895104895105,11591.0,118.54,613.6,False
txnD004658,2024-10-16 20:27:35,4867.19,debit,4324,False,"Kathmandu, Nepa",tempdev_28,rare_merchant,branch,2,20,False,False,32,99.12087912087912,4788.0,151.29,727.6,True
txnD004659,2024-10-16 23:19:31,11.29,debit,325,False,"Kansas City, MO",deviceC_32,merchantC_138,mobile,2,23,False,False,32,22.77722277722278,10316.0,150.33,725.18,False
txnD004660,2024-10-17 12:34:48,1612.34,credit,5483,False,"Tallinn, Estoni",tempdev_14,rare_merchant,online,3,12,False,False,32,97.78221778221778,47717.0,143.87,707.87,True
txnD004661,2024-10-17 18:06:19,2.8,debit,68,False,"Orlando, FL",deviceC_20,merchantC_84,atm,3,18,False,False,32,0.7392607392607392,19891.0,142.9,705.51,False
txnD004662,2024-10-18 03:48:16,26.13,debit,190,False,"Atlanta, GA",deviceC_9,merchantC_40,mobile,4,3,False,False,32,61.33866133866134,34917.0,143.72,707.9,False
txnD004663,2024-10-18 05:10:45,17.23,debit,258,False,"Atlanta, GA",deviceC_18,merchantC_126,atm,4,5,False,False,32,41.12887112887113,4949.0,142.84,705.52,False
txnD004664,2024-10-19 07:22:35,8.33,credit,237,False,"Atlanta, GA",deviceC_30,merchantC_19,branch,5,7,True,True,32,12.697302697302698,94310.0,143.22,707.97,False
txnD004665,2024-10-20 11:16:27,5.05,credit,27,False,"Portland, OR",deviceC_20,merchantC_145,online,6,11,True,True,32,4.125874125874126,100432.0,143.07,708.0,False
txnD004666,2024-10-20 23:36:00,33.71,debit,154,False,"Raleigh, NC",deviceC_22,merchantC_71,mobile,6,23,True,True,32,71.57842157842158,44373.0,142.32,705.6,False
txnD004667,2024-10-21 08:40:27,11.52,credit,343,False,"Miami, FL",deviceC_32,merchantC_28,mobile,0,8,False,False,32,23.406593406593405,32667.0,141.42,703.24,False
txnD004668,2024-10-21 13:20:25,61.46,credit,256,False,"Raleigh, NC",deviceC_3,merchantC_114,atm,0,13,False,False,32,88.73126873126873,16798.0,141.79,703.19,False
txnD004669,2024-10-22 10:18:17,17.47,debit,56,False,"Baltimore, MD",deviceC_2,merchantC_148,mobile,1,10,False,False,32,41.61838161838162,75472.0,133.0,696.59,False
txnD004670,2024-10-22 13:05:06,35.26,debit,248,False,"Atlanta, GA",deviceC_14,merchantC_143,online,1,13,False,False,32,73.2867132867133,10009.0,132.34,694.25,False
txnD004671,2024-10-22 22:44:49,11.42,debit,45,False,"Orlando, FL",deviceC_10,merchantC_76,online,1,22,False,False,32,23.176823176823177,34783.0,132.58,696.63,False
txnD004672,2024-10-23 14:23:31,69.5,debit,67,False,"Cleveland, OH",deviceC_17,merchantC_116,mobile,2,14,False,False,32,90.86913086913087,56322.0,133.87,698.91,False
txnD004673,2024-10-24 05:03:54,11.21,debit,191,False,"Miami, FL",deviceC_3,merchantC_2,mobile,3,5,False,False,32,22.55744255744256,52823.0,134.32,701.34,False
txnD004674,2024-10-24 07:26:08,29.59,debit,179,False,"Kansas City, MO",deviceC_3,merchantC_103,mobile,3,7,False,False,32,66.67332667332667,8534.0,133.59,698.95,False
txnD004675,2024-10-24 16:10:23,14.18,credit,249,False,"Cleveland, OH",deviceC_8,merchantC_43,mobile,3,16,False,False,32,31.80819180819181,31455.0,132.77,696.61,False
txnD004676,2024-10-24 16:47:24,18.41,debit,264,False,"Pittsburgh, PA",deviceC_11,merchantC_37,mobile,3,16,False,False,32,43.73626373626374,2221.0,132.0,694.28,False
txnD004677,2024-10-25 17:50:04,59.91,debit,91,True,"Miami, FL",deviceC_3,merchantC_97,mobile,4,17,False,False,32,88.22177822177822,90160.0,133.48,698.97,False
txnD004678,2024-10-25 20:04:52,13.74,debit,45,False,"Minneapolis, MN",deviceC_19,merchantC_111,online,4,20,False,False,32,30.459540459540456,8088.0,133.39,698.99,False
txnD004679,2024-10-26 05:35:40,31.02,debit,142,False,"Portland, OR",deviceC_7,merchantC_20,mobile,5,5,True,True,32,68.49150849150848,34248.0,133.32,699.0,False
txnD004680,2024-10-27 14:55:54,15.91,debit,346,False,"Orlando, FL",deviceC_26,merchantC_62,branch,6,14,True,True,32,37.38261738261738,120014.0,135.01,703.76,False
txnD004681,2024-10-28 19:06:37,8.67,debit,238,False,"Miami, FL",deviceC_1,merchantC_100,mobile,0,19,False,False,32,13.826173826173827,101443.0,134.13,701.37,False
txnD004682,2024-10-30 12:37:46,5.22,debit,84,False,"Minneapolis, MN",deviceC_28,merchantC_24,branch,2,12,False,False,32,4.485514485514486,149469.0,134.81,703.79,False
txnD004683,2024-10-30 16:09:53,14.96,credit,251,False,"Raleigh, NC",deviceC_13,merchantC_51,branch,2,16,False,False,32,34.61538461538461,12727.0,133.98,701.39,False
txnD004684,2024-10-30 21:50:23,98.71,debit,283,False,"Atlanta, GA",deviceC_33,merchantC_106,mobile,2,21,False,False,32,94.64535464535464,20430.0,133.74,698.96,False
txnD004685,2024-11-02 09:45:36,16.92,credit,344,False,"Portland, OR",deviceC_14,merchantC_15,atm,5,9,True,True,32,40.019980019980025,215713.0,134.33,701.37,False
txnD004686,2024-11-03 16:13:23,3335.92,credit,7378,False,"Quito, Ecuador",tempdev_86,rare_merchant,atm,6,16,True,True,32,98.6013986013986,109667.0,161.5,760.62,True
txnD004687,2024-11-04 07:29:16,4.89,debit,59,False,"Baltimore, MD",deviceC_9,merchantC_45,atm,0,7,False,False,32,3.9160839160839163,54953.0,161.38,760.65,False
txnD004688,2024-11-06 13:19:06,1.72,debit,238,False,"Portland, OR",deviceC_16,merchantC_97,mobile,2,13,False,False,32,0.05994005994005994,193790.0,163.61,768.84,False
txnD004689,2024-11-07 10:12:39,14.81,credit,101,False,"Kansas City, MO",deviceC_26,merchantC_28,branch,3,10,False,False,32,34.16583416583416,75213.0,163.64,768.83,False
txnD004690,2024-11-07 21:13:18,21.55,debit,359,True,"Minneapolis, MN",deviceC_28,merchantC_82,atm,3,21,False,False,32,51.32867132867133,39639.0,162.61,766.11,False
txnD004691,2024-11-08 05:57:45,57.45,credit,113,False,"Portland, OR",deviceC_12,merchantC_137,mobile,4,5,False,False,32,87.33266733266734,31467.0,161.86,763.39,False
txnD004692,2024-11-09 06:12:51,30.39,debit,153,False,"Portland, OR",deviceC_8,merchantC_107,online,5,6,True,True,32,67.57242757242757,87306.0,160.92,760.72,False
txnD004693,2024-11-09 23:15:40,47.03,debit,118,False,"Orlando, FL",deviceC_2,merchantC_52,atm,5,23,True,True,32,82.51748251748252,61369.0,163.14,766.03,False
txnD004694,2024-11-10 08:45:46,40.82,debit,186,False,"Baltimore, MD",deviceC_18,merchantC_142,branch,6,8,True,True,32,78.08191808191808,34206.0,162.26,763.32,False
txnD004695,2024-11-10 08:57:42,36.08,credit,198,False,"Portland, OR",deviceC_19,merchantC_25,atm,6,8,True,True,32,74.08591408591408,716.0,161.36,760.64,False
txnD004696,2024-11-10 23:14:59,10.32,debit,159,False,"Minneapolis, MN",deviceC_7,merchantC_84,online,6,23,True,True,32,19.480519480519483,51437.0,160.28,758.03,False
txnD004697,2024-11-12 00:37:02,18.68,debit,44,False,"Pittsburgh, PA",deviceC_28,merchantC_62,mobile,1,0,False,False,32,44.455544455544455,91323.0,160.22,758.04,False
txnD004698,2024-11-12 17:01:52,33.77,debit,273,True,"Miami, FL",deviceC_28,merchantC_116,online,1,17,False,False,32,71.66833166833166,59090.0,159.33,755.42,False
txnD004699,2024-11-12 17:58:46,58.52,debit,185,False,"Kansas City, MO",deviceC_21,merchantC_15,branch,1,17,False,False,32,87.77222777222778,3414.0,158.63,752.8,False
txnD004700,2024-11-12 19:21:23,19.08,credit,185,False,"Atlanta, GA",deviceC_27,merchantC_107,branch,1,19,False,False,32,45.13486513486514,4957.0,157.66,750.25,False
txnD004701,2024-11-12 22:11:36,59.14,debit,62,False,"Minneapolis, MN",deviceC_13,merchantC_93,atm,1,22,False,False,32,88.03196803196803,10213.0,156.98,747.69,False
txnD004702,2024-11-12 22:22:48,12.85,debit,70,False,"Orlando, FL",deviceC_13,merchantC_101,online,1,22,False,False,32,27.492507492507496,672.0,155.99,745.2,False
txnD004703,2024-11-15 02:20:55,5.1,credit,15,False,"Pittsburgh, PA",deviceC_19,merchantC_42,atm,4,2,False,False,32,4.245754245754245,187087.0,159.52,755.4,False
txnD004704,2024-11-15 10:04:28,53.65,credit,283,False,"Kansas City, MO",deviceC_17,merchantC_141,online,4,10,False,False,32,85.77422577422578,27813.0,158.78,752.78,False
txnD004705,2024-11-16 21:39:30,36.89,debit,331,False,"Raleigh, NC",deviceC_33,merchantC_78,mobile,5,21,True,True,32,74.9050949050949,128102.0,157.93,750.21,False
txnD004706,2024-11-17 02:10:04,26.01,debit,320,True,"Raleigh, NC",deviceC_19,merchantC_79,atm,6,2,True,True,32,60.97902097902098,16234.0,157.02,747.69,False
txnD004707,2024-11-18 08:23:43,10.88,debit,242,False,"Kansas City, MO",deviceC_13,merchantC_62,atm,0,8,False,False,32,21.52847152847153,108819.0,158.81,752.78,False
txnD004708,2024-11-18 12:22:08,65.49,debit,93,False,"Baltimore, MD",deviceC_13,merchantC_44,branch,0,12,False,False,32,89.83016983016982,14305.0,159.01,752.75,False
txnD004709,2024-11-19 05:24:33,56.21,debit,144,False,"Portland, OR",deviceC_23,merchantC_69,mobile,1,5,False,False,32,86.88311688311688,61345.0,159.07,752.74,False
txnD004710,2024-11-19 22:38:03,8.76,debit,229,False,"Kansas City, MO",deviceC_2,merchantC_26,atm,1,22,False,False,32,14.165834165834164,62010.0,158.02,750.21,False
txnD004711,2024-11-21 00:17:21,22.29,debit,52,False,"Baltimore, MD",deviceC_2,merchantC_89,atm,3,0,False,False,32,53.14685314685315,92358.0,158.93,752.76,False
txnD004712,2024-11-22 22:42:56,44.39,credit,192,True,"Orlando, FL",deviceC_34,merchantC_65,atm,4,22,False,False,32,80.81918081918081,167135.0,162.28,760.49,False
txnD004713,2024-11-23 04:53:15,82.5,debit,63,False,"Kansas City, MO",deviceC_14,merchantC_159,branch,5,4,True,True,32,93.08691308691309,22219.0,161.71,757.8,False
txnD004714,2024-11-23 17:07:38,44.09,debit,299,False,"Kansas City, MO",deviceC_14,merchantC_83,atm,5,17,True,True,32,80.5994005994006,44063.0,160.89,755.18,False
txnD004715,2024-11-24 03:55:56,20.28,debit,236,False,"Portland, OR",deviceC_3,merchantC_12,atm,6,3,True,True,32,48.38161838161838,38898.0,160.9,755.17,False
txnD004716,2024-11-24 05:45:55,12.25,debit,353,False,"Cleveland, OH",deviceC_15,merchantC_67,branch,6,5,True,True,32,25.604395604395602,6599.0,159.86,752.61,False
txnD004717,2024-11-24 07:26:36,73.25,debit,320,False,"Raleigh, NC",deviceC_3,merchantC_17,online,6,7,True,True,32,91.7882117882118,6041.0,159.26,750.01,False
txnD004718,2024-11-24 12:57:16,168.83,credit,32,False,"Miami, FL",deviceC_20,merchantC_44,atm,6,12,True,True,32,96.64335664335665,19840.0,159.32,747.4,False
txnD004719,2024-11-25 16:16:04,13.44,debit,306,False,"Orlando, FL",deviceC_24,merchantC_63,branch,0,16,False,False,32,29.72027972027972,98328.0,160.23,749.93,False
txnD004720,2024-11-25 21:09:14,29.35,debit,302,False,"Kansas City, MO",deviceC_32,merchantC_148,branch,0,21,False,False,32,66.31368631368632,17590.0,159.33,747.4,False
txnD004721,2024-11-26 15:53:26,33.67,debit,297,False,"Atlanta, GA",deviceC_30,merchantC_89,mobile,1,15,False,False,32,71.54845154845155,67452.0,135.22,692.27,False
txnD004722,2024-11-27 02:40:35,16.3,credit,348,False,"Orlando, FL",deviceC_32,merchantC_107,mobile,2,2,False,False,32,38.32167832167832,38829.0,136.42,697.06,False
txnD004723,2024-11-27 05:58:16,23.95,debit,252,False,"Orlando, FL",deviceC_6,merchantC_25,atm,2,5,False,False,32,57.07292707292707,11861.0,136.5,697.04,False
txnD004724,2024-11-30 07:39:43,5.05,credit,169,False,"Orlando, FL",deviceC_4,merchantC_1,branch,5,7,True,True,32,4.125874125874126,265287.0,138.73,704.36,False
txnD004725,2024-11-30 16:06:33,3218.58,debit,7540,False,"Quito, Ecuador",tempdev_7,rare_merchant,branch,5,16,True,True,32,98.54145854145854,30410.0,162.74,753.41,True
txnD004726,2024-12-01 12:33:02,46.93,credit,19,False,"Minneapolis, MN",deviceC_18,merchantC_148,atm,6,12,True,True,32,82.45754245754246,73589.0,161.92,750.76,False
txnD004727,2024-12-01 14:23:28,7.6,debit,32,False,"Portland, OR",deviceC_10,merchantC_91,mobile,6,14,True,True,32,10.589410589410589,6626.0,160.82,748.19,False
txnD004728,2024-12-01 17:40:59,20.63,debit,249,False,"Baltimore, MD",deviceC_12,merchantC_66,mobile,6,17,True,True,32,49.4005994005994,11851.0,159.84,745.62,False
txnD004729,2024-12-02 08:16:14,107.97,credit,277,False,"Cleveland, OH",deviceC_22,merchantC_23,atm,0,8,False,False,32,95.24475524475524,52515.0,162.32,750.72,False
txnD004730,2024-12-03 23:23:25,80.54,debit,91,False,"Orlando, FL",deviceC_22,merchantC_143,mobile,1,23,False,False,32,92.7872127872128,140831.0,165.88,758.58,False
txnD004731,2024-12-04 05:48:25,30.58,debit,26,False,"Raleigh, NC",deviceC_7,merchantC_33,atm,2,5,False,False,32,67.95204795204796,23100.0,164.9,755.9,False
txnD004732,2024-12-04 09:32:01,14.12,debit,48,False,"Kansas City, MO",deviceC_26,merchantC_3,atm,2,9,False,False,32,31.61838161838162,13416.0,163.81,753.26,False
txnD004733,2024-12-06 00:41:49,42.4,credit,183,True,"Baltimore, MD",deviceC_29,merchantC_36,online,4,0,False,False,32,79.36063936063937,140988.0,164.0,753.23,False
txnD004734,2024-12-06 05:08:00,19.43,debit,308,False,"Kansas City, MO",deviceC_30,merchantC_90,branch,4,5,False,False,32,46.01398601398601,15971.0,162.96,750.61,False
txnD004735,2024-12-06 14:52:09,8.21,debit,150,False,"Kansas City, MO",deviceC_8,merchantC_91,atm,4,14,False,False,32,12.507492507492508,35049.0,162.92,750.62,False
txnD004736,2024-12-06 20:23:42,14.33,debit,65,False,"Baltimore, MD",deviceC_15,merchantC_20,branch,4,20,False,False,32,32.407592407592404,19893.0,161.87,748.04,False
txnD004737,2024-12-07 21:21:08,14.11,credit,277,False,"Kansas City, MO",deviceC_8,merchantC_79,atm,5,21,True,True,32,31.588411588411585,89846.0,163.84,753.26,False
txnD004738,2024-12-08 02:52:25,2051.07,credit,6157,False,"Tallinn, Estoni",tempdev_10,rare_merchant,atm,6,2,True,True,32,98.02197802197801,19877.0,177.32,767.3,True
txnD004739,2024-12-09 11:29:28,5.33,credit,156,False,"Cleveland, OH",deviceC_4,merchantC_8,branch,0,11,False,False,32,4.735264735264735,117423.0,177.2,767.33,False
txnD004740,2024-12-10 10:01:50,15.67,debit,44,False,"Atlanta, GA",deviceC_13,merchantC_20,online,1,10,False,False,32,36.73326673326673,81142.0,176.06,764.7,False
txnD004741,2024-12-11 07:01:41,23.5,credit,88,False,"Pittsburgh, PA",deviceC_15,merchantC_94,atm,2,7,False,False,32,55.94405594405595,75591.0,178.52,769.94,False
txnD004742,2024-12-12 03:11:22,28.97,debit,58,True,"Portland, OR",deviceC_25,merchantC_36,atm,3,3,False,False,32,65.7942057942058,72581.0,178.33,769.98,False
txnD004743,2024-12-12 14:39:56,16.31,debit,260,False,"Cleveland, OH",deviceC_10,merchantC_156,online,3,14,False,False,32,38.36163836163836,41314.0,178.09,770.02,False
txnD004744,2024-12-13 05:04:42,16.58,debit,257,False,"Raleigh, NC",deviceC_19,merchantC_111,atm,4,5,False,False,32,39.26073926073926,51886.0,176.93,767.37,False
txnD004745,2024-12-13 13:20:34,87.13,debit,279,True,"Kansas City, MO",deviceC_28,merchantC_49,mobile,4,13,False,False,32,93.6963036963037,29752.0,176.3,764.66,False
txnD004746,2024-12-14 06:50:09,8.54,credit,216,False,"Miami, FL",deviceC_10,merchantC_16,online,5,6,True,True,32,13.426573426573427,62975.0,176.33,764.66,False
txnD004747,2024-12-14 16:03:15,8.53,debit,14,False,"Raleigh, NC",deviceC_8,merchantC_2,branch,5,16,True,True,32,13.396603396603396,33186.0,175.15,762.07,False
txnD004748,2024-12-15 16:27:22,29.69,debit,102,False,"Minneapolis, MN",deviceC_23,merchantC_150,atm,6,16,True,True,32,66.78321678321679,87847.0,178.78,769.9,False
txnD004749,2024-12-15 16:50:08,6.0,debit,348,False,"Baltimore, MD",deviceC_7,merchantC_26,atm,6,16,True,True,32,6.123876123876124,1366.0,177.55,767.26,False
txnD004750,2024-12-17 06:48:03,132.31,debit,289,False,"Kansas City, MO",deviceC_17,merchantC_103,atm,1,6,False,False,32,96.06393606393607,136675.0,178.39,767.15,False
txnD004751,2024-12-17 13:47:45,34.93,credit,27,False,"Orlando, FL",deviceC_5,merchantC_145,atm,1,13,False,False,32,72.95704295704296,25182.0,177.37,764.5,False
txnD004752,2024-12-17 15:33:17,11.02,debit,25,False,"Miami, FL",deviceC_31,merchantC_119,atm,1,15,False,False,32,21.92807192807193,6332.0,176.2,761.91,False
txnD004753,2024-12-17 16:49:06,53.49,debit,357,False,"Cleveland, OH",deviceC_9,merchantC_25,branch,1,16,False,False,32,85.73426573426573,4549.0,175.34,759.29,False
txnD004754,2024-12-17 18:43:09,61.54,debit,61,False,"Minneapolis, MN",deviceC_3,merchantC_94,branch,1,18,False,False,32,88.79120879120879,6843.0,174.55,756.69,False
txnD004755,2024-12-17 22:20:52,46.88,debit,249,False,"Orlando, FL",deviceC_22,merchantC_97,mobile,1,22,False,False,32,82.3976023976024,13063.0,174.81,756.64,False
txnD004756,2024-12-18 02:11:12,35.47,debit,250,False,"Pittsburgh, PA",deviceC_14,merchantC_87,atm,2,2,False,False,32,73.47652347652348,13820.0,173.85,754.1,False
txnD004757,2024-12-18 06:43:07,32.73,debit,194,False,"Atlanta, GA",deviceC_33,merchantC_13,mobile,2,6,False,False,32,70.64935064935065,16315.0,173.92,754.09,False
txnD004758,2024-12-18 07:50:47,64.5,credit,162,False,"Pittsburgh, PA",deviceC_6,merchantC_53,atm,2,7,False,False,32,89.65034965034965,4060.0,173.17,751.54,False
txnD004759,2024-12-19 03:07:19,13.51,credit,128,False,"Baltimore, MD",deviceC_5,merchantC_149,mobile,3,3,False,False,32,29.89010989010989,69392.0,174.84,756.64,False
txnD004760,2024-12-19 11:40:41,22.83,credit,104,False,"Minneapolis, MN",deviceC_16,merchantC_54,online,3,11,False,False,32,54.57542457542458,30802.0,173.8,754.11,False
txnD004761,2024-12-19 16:29:20,5.54,credit,239,False,"Pittsburgh, PA",deviceC_20,merchantC_25,online,3,16,False,False,32,5.014985014985015,17319.0,173.53,754.16,False
txnD004762,2024-12-21 04:21:01,11.43,credit,68,False,"Cleveland, OH",deviceC_1,merchantC_24,mobile,5,4,True,True,32,23.216783216783217,129101.0,173.38,754.2,False
txnD004763,2024-12-22 16:13:49,24.24,debit,171,False,"Portland, OR",deviceC_6,merchantC_68,online,6,16,True,True,32,57.62237762237762,129168.0,174.37,756.73,False
txnD004764,2024-12-23 11:44:31,28.05,debit,170,False,"Miami, FL",deviceC_19,merchantC_114,branch,0,11,False,False,32,64.35564435564436,70242.0,174.43,756.72,False
txnD004765,2024-12-23 14:26:23,9.54,debit,315,False,"Minneapolis, MN",deviceC_26,merchantC_83,branch,0,14,False,False,32,16.893106893106893,9712.0,173.29,754.21,False
txnD004766,2024-12-24 08:56:19,16.11,debit,259,False,"Raleigh, NC",deviceC_12,merchantC_59,branch,1,8,False,False,32,37.9020979020979,66596.0,174.26,756.76,False
txnD004767,2024-12-25 18:20:58,12.62,debit,90,False,"Pittsburgh, PA",deviceC_30,merchantC_18,online,2,18,False,False,32,26.723276723276722,120279.0,177.53,764.48,False
txnD004768,2024-12-26 07:04:51,10.73,debit,47,False,"Cleveland, OH",deviceC_9,merchantC_112,atm,3,7,False,False,32,20.95904095904096,45833.0,176.36,761.89,False
txnD004769,2024-12-26 16:28:20,25.09,debit,148,False,"Portland, OR",deviceC_23,merchantC_15,atm,3,16,False,False,32,59.31068931068931,33809.0,175.3,759.31,False
txnD004770,2024-12-28 22:07:39,28.48,credit,143,False,"Cleveland, OH",deviceC_20,merchantC_110,online,5,22,True,True,32,64.96503496503496,193159.0,136.24,595.22,False
txnD004771,2024-12-29 04:32:05,29.34,debit,76,False,"Miami, FL",deviceC_3,merchantC_63,atm,6,4,True,True,32,66.2937062937063,23066.0,136.36,595.19,False
txnD004772,2024-12-29 06:08:34,30.85,credit,254,False,"Raleigh, NC",deviceC_18,merchantC_63,atm,6,6,True,True,32,68.2017982017982,5789.0,135.62,593.14,False
txnD004773,2024-12-29 07:50:06,62.47,debit,258,False,"Atlanta, GA",deviceC_7,merchantC_89,online,6,7,True,True,32,88.991008991009,6092.0,135.11,591.08,False
txnD004774,2024-12-29 12:15:45,15.65,debit,89,False,"Portland, OR",deviceC_22,merchantC_134,mobile,6,12,True,True,32,36.663336663336665,15939.0,134.65,591.15,False
txnD004775,2024-12-30 12:46:47,26.85,debit,51,False,"Baltimore, MD",deviceC_34,merchantC_33,branch,0,12,False,False,32,62.65734265734266,88262.0,135.47,593.16,False
txnD004776,2024-12-31 05:06:58,32.68,debit,160,False,"Orlando, FL",deviceC_21,merchantC_146,mobile,1,5,False,False,32,70.54945054945055,58811.0,134.75,591.13,False
txnD004777,2024-12-31 09:59:06,66.86,debit,177,False,"Atlanta, GA",deviceC_12,merchantC_33,mobile,1,9,False,False,32,90.22977022977024,17528.0,135.08,591.08,False
txnD004778,2024-12-31 21:53:58,24.87,debit,148,True,"Miami, FL",deviceC_24,merchantC_107,mobile,1,21,False,False,32,58.84115884115884,42892.0,135.19,591.06,False
txnD004779,2024-12-31 23:51:48,23.67,debit,20,False,"Miami, FL",deviceC_27,merchantC_121,branch,1,23,False,False,32,56.37362637362637,7070.0,135.29,591.04,False
txnD004780,2025-01-01 01:05:10,51.28,debit,326,False,"Orlando, FL",deviceC_1,merchantC_95,online,2,1,False,False,32,84.55544455544455,4402.0,134.71,589.01,False
txnD004781,2025-01-01 16:57:45,22.55,debit,45,False,"Portland, OR",deviceC_6,merchantC_140,branch,2,16,False,False,32,53.97602397602398,57155.0,133.93,587.04,False
txnD004782,2025-01-02 15:25:05,51.16,debit,355,False,"Raleigh, NC",deviceC_1,merchantC_115,atm,3,15,False,False,32,84.52547452547454,80840.0,135.09,588.94,False
txnD004783,2025-01-03 05:32:05,28.59,credit,117,False,"Orlando, FL",deviceC_14,merchantC_24,atm,4,5,False,False,32,65.23476523476523,50820.0,134.35,586.96,False
txnD004784,2025-01-04 19:06:12,22.58,credit,324,False,"Cleveland, OH",deviceC_20,merchantC_129,branch,5,19,True,True,32,54.065934065934066,135247.0,135.24,588.91,False
txnD004785,2025-01-04 19:24:09,9.71,debit,161,False,"Orlando, FL",deviceC_31,merchantC_13,branch,5,19,True,True,32,17.542457542457544,1077.0,134.37,586.95,False
txnD004786,2025-01-05 10:46:38,19.64,debit,51,False,"Kansas City, MO",deviceC_32,merchantC_24,online,6,10,True,True,32,46.42357642357642,55349.0,133.59,585.0,False
txnD004787,2025-01-05 22:12:50,21.11,credit,296,False,"Kansas City, MO",deviceC_20,merchantC_85,branch,6,22,True,True,32,50.44955044955045,41172.0,132.82,583.07,False
txnD004788,2025-01-06 12:06:05,9.61,debit,98,False,"Pittsburgh, PA",deviceC_34,merchantC_1,online,0,12,False,False,32,17.182817182817185,49995.0,133.41,585.03,False
