account_id,transaction_id,date,amount,merchant_name,transaction_type,location,login_attempts,transaction_duration,is_holiday,amount_percentile,is_anomaly,anomaly_confidence
AC00498,TX002082,2023-12-11 17:28:44,225.1,M082,Debit,Boston,1,35,False,0.625,False,0.45484875931326657
AC00005,TX002083,2023-11-30 18:08:39,359.51,M010,Debit,Charlotte,1,157,False,0.4444444444444444,False,0.02095123543939448
AC00204,TX002084,2023-12-07 16:10:40,720.46,M068,Debit,Tucson,1,44,False,0.8571428571428571,False,0.2890549601788929
AC00428,TX002085,2023-02-23 16:54:09,1116.57,M005,Debit,Tucson,1,104,False,1.0,False,0.2995192214914731
AC00019,TX002086,2023-02-08 16:29:56,291.46,M046,Debit,Miami,1,135,False,0.75,False,0.16126421840969546
AC00029,TX002087,2023-12-04 18:30:00,1192.95,M068,Debit,Las Vegas,1,73,False,1.0,False,0.3806752322838822
AC00449,TX002088,2023-04-10 17:58:46,98.24,M031,Debit,Mesa,1,148,False,0.6,False,0.29379869770992856
AC00213,TX002089,2023-02-17 16:53:25,100.48,M100,Credit,Milwaukee,1,104,False,0.5,False,0.2443796251857105
AC00076,TX002090,2023-07-04 18:55:57,45.9,M002,Debit,Columbus,1,264,True,0.1428571428571428,True,0.7287022343787292
AC00442,TX002091,2023-11-27 17:19:31,258.21,M014,Debit,San Antonio,1,225,False,0.7777777777777778,False,0.4676366901860335
AC00228,TX002092,2023-05-05 16:42:25,1079.11,M042,Debit,Las Vegas,1,211,False,1.0,False,0.45794779121465234
AC00081,TX002093,2023-05-22 16:57:31,287.51,M016,Debit,El Paso,1,255,False,0.6666666666666666,False,0.2748453859426894
AC00072,TX002094,2023-05-22 18:27:37,501.3,M020,Credit,San Antonio,1,146,False,0.75,False,0.47490147074513844
AC00261,TX002095,2023-02-17 16:21:21,26.1,M001,Debit,Mesa,1,32,False,0.5,False,0.2498070174977737
AC00082,TX002096,2023-09-28 16:14:49,436.77,M075,Debit,Jacksonville,1,176,False,1.0,False,0.3476843591458165
AC00334,TX002097,2023-05-15 16:49:14,292.38,M001,Debit,Baltimore,1,224,False,0.6666666666666666,False,0.1954294337620962
AC00251,TX002098,2023-06-21 16:40:17,1026.46,M009,Debit,Philadelphia,1,165,False,1.0,False,0.4699102709877125
AC00481,TX002099,2023-07-27 18:34:19,25.29,M005,Debit,Miami,1,125,False,0.5,False,0.22333928242030296
AC00239,TX002100,2023-08-11 17:00:56,123.35,M070,Credit,Baltimore,1,10,False,0.4,False,0.4225493338349432
AC00394,TX002101,2023-09-22 18:02:42,139.52,M025,Debit,Portland,1,31,False,0.4285714285714285,False,0.17667446582192867
AC00374,TX002102,2023-03-13 18:45:47,51.2,M066,Debit,Tucson,1,83,False,0.1666666666666666,False,0.24952366226596098
AC00054,TX002103,2023-11-29 17:38:53,122.85,M069,Credit,Seattle,3,127,False,0.5555555555555556,False,0.6023069925864128
AC00281,TX002104,2023-11-09 16:06:17,161.38,M019,Credit,Colorado Springs,1,101,False,0.5,False,0.4773248587620406
AC00140,TX002105,2023-04-17 16:04:21,2.51,M099,Debit,Baltimore,1,32,False,0.1428571428571428,False,0.19618948132352404
AC00058,TX002106,2023-05-10 16:35:02,22.62,M075,Debit,Virginia Beach,1,102,False,0.1428571428571428,False,0.4166615108177535
AC00066,TX002107,2023-02-20 16:40:25,126.83,M007,Debit,Austin,1,39,True,0.5,False,0.44990642790944174
AC00190,TX002108,2023-08-30 17:54:55,46.6,M060,Debit,Detroit,1,68,False,0.4,False,0.25503123710651066
AC00452,TX002109,2023-01-03 16:42:41,243.8,M016,Debit,San Francisco,1,48,False,0.8571428571428571,False,0.3215009262728579
AC00099,TX002110,2023-08-28 17:22:16,231.51,M008,Credit,Oklahoma City,1,96,False,0.5,False,0.3978054217280536
AC00126,TX002111,2023-01-02 17:05:16,175.05,M068,Debit,San Francisco,1,34,True,0.7142857142857143,True,0.6444937854241384
AC00021,TX002112,2023-05-02 17:24:54,762.74,M053,Debit,Los Angeles,1,244,False,0.875,False,0.273291364334431
AC00353,TX002113,2023-05-22 17:09:30,34.03,M016,Debit,Los Angeles,1,38,False,0.4,False,0.228836489906121
AC00482,TX002114,2023-03-14 17:10:00,15.95,M048,Debit,Raleigh,1,52,False,0.1666666666666666,False,0.5236181355938707
AC00427,TX002115,2023-11-24 17:24:24,926.53,M064,Debit,Milwaukee,1,107,False,1.0,False,0.3079112127007959
AC00430,TX002116,2023-03-23 16:17:51,101.51,M042,Credit,Tucson,1,199,False,0.5714285714285714,False,0.33077736887702985
AC00043,TX002117,2023-10-18 16:51:31,309.42,M089,Debit,Fresno,1,42,False,0.25,False,0.23467245542623086
AC00186,TX002118,2023-12-18 16:30:46,257.6,M004,Credit,Fort Worth,1,293,False,1.0,False,0.4364583628224582
AC00248,TX002119,2023-11-27 16:29:16,746.78,M001,Credit,Mesa,1,64,False,1.0,False,0.4109891538061957
AC00069,TX002120,2023-12-25 17:27:57,82.01,M097,Credit,Sacramento,1,156,True,0.2857142857142857,False,0.5961331382295891
AC00002,TX002121,2023-01-10 16:00:32,476.99,M022,Debit,San Diego,1,187,False,0.8571428571428571,False,0.27995882371582553
AC00090,TX002122,2023-08-31 16:26:37,320.11,M025,Debit,El Paso,1,130,False,0.6666666666666666,False,0.1616359598913583
AC00210,TX002123,2023-09-11 16:36:59,333.39,M015,Debit,Philadelphia,1,35,False,0.75,False,0.22328357960197384
AC00014,TX002124,2023-12-07 16:59:06,10.3,M022,Debit,Fresno,1,197,False,0.1111111111111111,False,0.4459166372027961
AC00039,TX002125,2023-01-03 16:28:03,737.46,M037,Credit,Albuquerque,4,75,False,1.0,True,0.8229092616346929
AC00021,TX002126,2023-05-05 17:31:53,416.55,M038,Debit,Oklahoma City,1,73,False,0.5,False,0.1602244826874041
AC00242,TX002127,2023-10-16 18:38:15,84.91,M034,Debit,Raleigh,1,68,False,0.5555555555555556,False,0.35780445371364045
AC00413,TX002128,2023-12-29 17:37:37,98.95,M084,Debit,Mesa,1,73,False,0.25,False,0.24112496960526403
AC00082,TX002129,2023-02-17 18:46:59,18.14,M097,Credit,Milwaukee,1,48,False,0.3333333333333333,False,0.3519309288371114
AC00304,TX002130,2023-08-02 17:52:47,1154.79,M006,Debit,Columbus,1,108,False,1.0,False,0.5403815049253827
AC00098,TX002131,2023-01-05 16:02:42,215.13,M016,Debit,Charlotte,1,114,False,0.4,False,0.09048520899340752
AC00372,TX002132,2023-10-16 16:30:38,218.57,M004,Credit,Memphis,1,102,False,0.3333333333333333,False,0.3815424072082013
AC00274,TX002133,2023-06-14 16:34:43,341.88,M053,Debit,Austin,1,89,False,0.8,False,0.09034154335562217
AC00080,TX002134,2023-07-10 16:37:18,691.92,M010,Debit,Boston,1,61,False,0.8333333333333334,False,0.16799159655567664
AC00064,TX002135,2023-07-10 16:06:28,50.43,M057,Debit,San Jose,1,51,False,0.25,False,0.4194367537323452
AC00241,TX002136,2023-09-21 17:41:34,440.43,M015,Debit,Colorado Springs,1,23,False,1.0,False,0.37001302573809736
AC00055,TX002137,2023-01-19 17:27:01,299.03,M018,Debit,Columbus,1,52,False,0.8,False,0.20294811140562605
AC00215,TX002138,2023-12-25 17:41:33,1.98,M074,Debit,Seattle,1,170,True,0.2,False,0.5974774553909226
AC00037,TX002139,2023-12-25 16:25:43,173.45,M066,Debit,Philadelphia,1,161,True,1.0,False,0.5419530015437732
AC00325,TX002140,2023-02-13 16:48:50,438.76,M072,Debit,San Antonio,1,73,False,0.8,False,0.32434697482994956
AC00394,TX002141,2023-11-23 17:42:11,519.62,M026,Credit,Washington,1,40,True,1.0,False,0.5422839766334171
AC00164,TX002142,2023-03-07 16:36:08,738.68,M096,Debit,Chicago,1,124,False,1.0,False,0.27812725052517845
AC00096,TX002143,2023-06-01 16:18:49,151.14,M004,Debit,Memphis,1,38,False,0.3333333333333333,False,0.25021286151433114
AC00402,TX002144,2023-08-07 17:48:31,75.77,M090,Debit,Charlotte,1,148,False,0.25,False,0.23548226179215487
AC00077,TX002145,2023-04-04 16:11:34,444.52,M026,Debit,Louisville,1,17,False,0.8333333333333334,False,0.15291508581306468
AC00116,TX002146,2023-03-08 18:51:57,5.29,M062,Debit,Indianapolis,1,276,False,0.1666666666666666,False,0.291022927134753
AC00145,TX002147,2023-05-15 16:05:06,97.63,M023,Credit,Milwaukee,1,127,False,0.2,False,0.4787336695273221
AC00457,TX002148,2023-05-04 16:37:21,256.95,M047,Debit,San Diego,1,71,False,0.6666666666666666,False,0.19861247396626727
AC00021,TX002149,2023-12-08 16:36:30,734.86,M075,Credit,Boston,1,290,False,0.75,False,0.6013823463520471
AC00110,TX002150,2023-02-28 17:45:06,1250.94,M054,Debit,Columbus,2,107,False,1.0,True,0.6264932326193655
AC00284,TX002151,2023-06-12 17:09:17,84.28,M087,Debit,Memphis,1,142,False,0.125,False,0.3031642779518245
AC00012,TX002152,2023-08-07 18:52:42,927.45,M027,Debit,Austin,1,95,False,1.0,False,0.3976317556411137
AC00065,TX002153,2023-12-28 16:30:32,202.49,M050,Credit,Virginia Beach,1,69,False,0.8,False,0.39371504198639456
AC00439,TX002154,2023-08-28 17:07:08,154.99,M025,Debit,Mesa,1,53,False,0.2222222222222222,False,0.23949019905883623
AC00157,TX002155,2023-09-12 17:21:48,481.53,M087,Debit,Atlanta,1,277,False,1.0,False,0.34070271190869206
AC00013,TX002156,2023-08-28 16:56:05,172.92,M052,Debit,Miami,1,212,False,0.625,False,0.3258925118734883
AC00355,TX002157,2023-10-10 16:49:03,275.59,M063,Credit,Philadelphia,1,238,False,0.3333333333333333,False,0.3846189512300328
AC00155,TX002158,2024-01-01 16:12:32,207.2,M028,Debit,Columbus,1,133,True,0.5,False,0.48525122938225085
AC00105,TX002159,2023-08-25 18:24:06,136.82,M091,Debit,Chicago,1,14,False,1.0,False,0.3002923063769942
AC00216,TX002160,2023-02-16 17:34:34,624.0,M097,Debit,Houston,5,132,False,1.0,True,0.6365072043859096
AC00297,TX002161,2023-08-10 18:31:00,179.38,M074,Debit,Chicago,1,28,False,0.6,False,0.3313228807233159
AC00139,TX002162,2023-02-23 16:51:34,10.15,M004,Debit,Austin,5,58,False,0.125,True,0.6950697236008749
AC00205,TX002163,2023-12-12 16:57:29,26.3,M029,Debit,Virginia Beach,1,33,False,0.25,False,0.23424857819302333
AC00148,TX002164,2023-06-09 16:03:24,319.5,M081,Credit,Virginia Beach,1,69,False,0.4,False,0.3712655309150961
AC00064,TX002165,2023-03-22 16:59:56,182.42,M080,Debit,Kansas City,1,137,False,0.5,False,0.304826476118707
AC00344,TX002166,2023-04-10 16:04:28,716.62,M084,Debit,Atlanta,1,241,False,0.75,False,0.3781692731976386
AC00448,TX002167,2023-03-23 17:26:31,222.96,M073,Credit,Fresno,1,150,False,0.8571428571428571,False,0.2973395571087642
AC00446,TX002168,2023-01-23 16:50:55,79.77,M066,Debit,San Francisco,1,167,False,0.6,False,0.3975726282778643
AC00460,TX002169,2023-07-17 18:24:15,431.08,M013,Debit,Albuquerque,1,25,False,0.5833333333333334,False,0.2851732397199562
AC00020,TX002170,2023-10-16 16:49:07,592.24,M034,Debit,Tucson,1,140,False,0.7777777777777778,False,0.1336397353606209
AC00202,TX002171,2023-07-18 18:11:40,200.19,M030,Credit,San Antonio,1,108,False,0.4166666666666667,False,0.36391646839174957
AC00458,TX002172,2023-03-27 17:16:41,297.5,M071,Credit,Kansas City,1,80,False,0.7142857142857143,False,0.4023649813114054
AC00139,TX002173,2023-11-20 16:41:44,345.86,M069,Debit,Omaha,1,145,False,0.875,False,0.37113289795755716
AC00210,TX002174,2023-12-11 16:37:20,343.88,M068,Debit,Nashville,1,97,False,1.0,False,0.2700182877636121
AC00399,TX002175,2023-01-04 17:00:58,16.52,M093,Credit,Boston,1,135,False,0.2,False,0.4718442359640632
AC00267,TX002176,2023-12-06 17:34:01,162.1,M078,Debit,Milwaukee,1,151,False,0.6,False,0.15145790567282366
AC00414,TX002177,2023-11-29 17:55:07,36.12,M085,Debit,Houston,1,234,False,0.3333333333333333,False,0.33163788231617825
AC00272,TX002178,2023-12-18 16:33:07,354.91,M086,Debit,Boston,1,191,False,0.875,False,0.3863313009436527
AC00220,TX002179,2023-04-11 16:06:20,38.41,M068,Debit,Denver,1,117,False,0.1666666666666666,False,0.24791813936309684
AC00276,TX002180,2023-03-31 16:18:37,53.52,M066,Debit,San Diego,1,55,False,0.4,False,0.22580235688954506
AC00084,TX002181,2023-10-23 18:41:35,498.59,M060,Debit,Philadelphia,1,138,False,1.0,False,0.24337180581597675
AC00189,TX002182,2023-06-06 16:36:30,13.3,M009,Debit,San Antonio,1,63,False,0.2,False,0.5303270666264394
AC00209,TX002183,2023-09-25 16:32:45,189.65,M100,Debit,Charlotte,1,60,False,0.4,False,0.034844276905786245
AC00324,TX002184,2023-09-13 16:14:04,255.32,M018,Debit,Baltimore,1,27,False,0.8,False,0.16148366032521916
AC00159,TX002185,2023-02-17 18:01:18,230.51,M062,Credit,Memphis,1,56,False,0.8,False,0.3395939064359399
AC00497,TX002186,2023-06-12 18:51:29,237.74,M022,Debit,Tucson,1,152,False,0.6666666666666666,False,0.3024625227607969
AC00257,TX002187,2023-04-11 16:37:54,512.76,M080,Debit,Fresno,1,26,False,0.8181818181818182,False,0.31355905334667905
AC00353,TX002188,2023-04-03 16:55:21,151.37,M044,Debit,Baltimore,1,53,False,1.0,False,0.1508857514345507
AC00115,TX002189,2023-01-23 18:35:43,85.01,M014,Credit,Portland,1,157,False,0.3333333333333333,False,0.44432401523173476
AC00478,TX002190,2023-01-16 16:15:57,444.47,M005,Debit,San Jose,1,61,True,0.5714285714285714,False,0.5860891492856268
AC00497,TX002191,2023-04-24 16:28:14,184.19,M035,Debit,Indianapolis,1,58,False,0.5,False,0.1125846124358383
AC00131,TX002192,2023-11-07 17:44:12,879.25,M086,Credit,Memphis,1,137,False,1.0,False,0.5030672075718209
AC00059,TX002193,2023-09-25 16:41:04,55.98,M013,Credit,Kansas City,1,87,False,0.25,False,0.34682930430660674
AC00101,TX002194,2023-02-13 16:08:58,54.91,M010,Credit,Columbus,1,275,False,0.3333333333333333,False,0.44065442346276723
AC00418,TX002195,2023-10-16 16:32:31,1047.69,M037,Debit,Austin,1,139,False,1.0,False,0.3602214029721555
AC00384,TX002196,2023-12-04 18:11:56,393.74,M099,Debit,Charlotte,1,90,False,0.7142857142857143,False,0.09309092315777746
AC00496,TX002197,2023-01-16 16:16:42,58.94,M046,Debit,Miami,1,26,True,0.3333333333333333,False,0.3852704018422936
AC00145,TX002198,2023-01-02 17:26:34,515.57,M027,Debit,Columbus,1,56,True,1.0,False,0.5593295930349724
AC00131,TX002199,2023-10-16 17:12:32,332.15,M030,Debit,Dallas,1,105,False,0.7777777777777778,False,0.18470789865215834
AC00224,TX002200,2023-09-26 16:08:25,177.94,M088,Debit,Milwaukee,1,173,False,0.5,False,0.3627653960823178
AC00219,TX002201,2023-09-18 16:15:19,68.68,M094,Debit,Sacramento,1,141,False,0.3,False,0.1594499175591187
AC00385,TX002202,2023-12-11 16:23:59,1431.54,M075,Debit,Portland,1,84,False,1.0,False,0.4287685957139301
AC00133,TX002203,2023-02-27 17:25:09,240.03,M079,Debit,Atlanta,1,31,False,0.5714285714285714,False,0.3492645975598652
AC00056,TX002204,2023-06-27 18:14:30,168.34,M068,Debit,Phoenix,1,240,False,1.0,False,0.44863473621095784
AC00358,TX002205,2023-10-06 18:26:45,474.77,M038,Debit,Boston,1,284,False,0.75,False,0.2543658981733854
AC00419,TX002206,2023-03-01 16:56:01,451.7,M017,Debit,Chicago,1,103,False,1.0,False,0.2928919977547045
AC00464,TX002207,2023-12-20 16:41:44,243.85,M082,Debit,Omaha,1,43,False,0.75,False,0.4354548694406684
AC00430,TX002208,2023-08-28 17:13:52,5.76,M070,Debit,Houston,1,164,False,0.2857142857142857,False,0.2324229304811927
AC00071,TX002209,2023-07-24 16:01:27,435.08,M038,Debit,San Francisco,1,78,False,0.5,False,0.2499267629774401
AC00404,TX002210,2023-04-25 16:41:32,127.78,M050,Debit,Miami,1,170,False,1.0,False,0.34881370466601536
AC00349,TX002211,2023-11-15 17:23:40,23.14,M064,Credit,Mesa,1,93,False,0.3333333333333333,False,0.4158431403536816
AC00235,TX002212,2023-01-02 16:31:28,545.87,M026,Debit,Miami,1,41,True,1.0,False,0.4417559070252753
AC00228,TX002213,2023-12-04 16:20:16,21.21,M063,Debit,Nashville,1,37,False,0.25,False,0.35139017066027367
AC00024,TX002214,2023-08-10 17:08:52,423.53,M025,Credit,Kansas City,1,81,False,0.8,False,0.3457497966554245
AC00330,TX002215,2023-06-08 17:08:06,142.1,M056,Credit,San Francisco,1,109,False,0.5,False,0.5958983636340881
AC00290,TX002216,2023-11-06 18:59:24,1413.24,M016,Debit,New York,1,199,False,1.0,False,0.42298690859881405
AC00042,TX002217,2023-02-21 16:47:54,114.15,M001,Debit,Atlanta,1,52,False,0.2,False,0.18975596178661144
AC00203,TX002218,2023-12-15 16:04:20,275.98,M053,Credit,Washington,1,67,False,0.5,False,0.23237869701174796
AC00248,TX002219,2023-09-25 16:56:21,590.68,M037,Debit,Washington,1,23,False,0.8571428571428571,False,0.3571944242011596
AC00140,TX002220,2023-10-23 16:45:37,152.42,M057,Debit,San Jose,1,176,False,0.4285714285714285,False,0.32180498302658384
AC00095,TX002221,2023-02-27 16:24:11,395.77,M095,Credit,El Paso,1,118,False,0.75,False,0.5237158476905586
AC00225,TX002222,2023-02-06 16:40:27,615.16,M080,Debit,Boston,1,140,False,1.0,False,0.33456621175051693
AC00445,TX002223,2023-02-28 16:34:45,207.82,M078,Credit,Las Vegas,1,30,False,0.4,False,0.3242834247411075
AC00385,TX002224,2023-06-07 16:07:22,220.52,M054,Debit,Seattle,1,152,False,0.2857142857142857,False,0.3103704958649835
AC00143,TX002225,2023-08-18 17:02:15,281.47,M029,Debit,Philadelphia,1,142,False,0.6,False,0.17990927994066627
AC00448,TX002226,2023-11-28 16:45:08,57.91,M079,Credit,Sacramento,1,97,False,0.4285714285714285,False,0.43410844118533964
AC00273,TX002227,2023-12-04 16:27:11,30.48,M073,Credit,Seattle,1,78,False,0.25,False,0.2753842383276859
AC00291,TX002228,2023-09-13 17:58:16,1152.58,M020,Debit,Austin,1,180,False,1.0,False,0.3502513379304751
AC00337,TX002229,2023-06-05 16:24:22,453.09,M088,Debit,San Jose,1,97,False,0.375,False,0.33945519839198324
AC00332,TX002230,2023-02-27 16:05:35,424.47,M050,Debit,Oklahoma City,1,116,False,0.625,False,0.3257439181109665
AC00040,TX002231,2023-01-05 16:22:12,228.4,M060,Debit,Omaha,1,116,False,0.4,False,0.21972287438727534
AC00089,TX002232,2023-07-03 18:03:48,67.17,M034,Debit,Seattle,1,48,False,0.2,False,0.21891596188095427
AC00231,TX002233,2023-12-18 17:53:03,284.89,M042,Debit,Atlanta,1,115,False,0.6,False,0.30875479336897954
AC00277,TX002234,2023-02-13 18:36:21,118.69,M029,Debit,Omaha,1,296,False,0.3333333333333333,False,0.31871772331192266
AC00465,TX002235,2023-10-18 18:17:05,221.33,M015,Debit,Louisville,1,276,False,0.875,False,0.31683328658593674
AC00205,TX002236,2023-03-29 16:10:33,252.31,M037,Credit,Seattle,1,172,False,0.75,False,0.32447529336224623
AC00036,TX002237,2023-05-15 17:15:25,58.85,M041,Credit,Milwaukee,1,115,False,0.4,False,0.3085127156281166
AC00227,TX002238,2023-04-24 16:32:48,194.68,M002,Debit,Memphis,1,165,False,0.6,False,0.3324188835828891
AC00251,TX002239,2023-10-19 17:06:57,433.53,M098,Debit,Philadelphia,1,231,False,0.5,False,0.16442821542510214
AC00298,TX002240,2023-10-16 16:55:59,178.26,M003,Debit,Oklahoma City,1,59,False,0.8571428571428571,False,0.15045954647381618
AC00315,TX002241,2023-09-11 16:52:21,207.65,M066,Debit,San Francisco,1,98,False,0.8,False,0.3925754053225012
AC00292,TX002242,2023-02-10 16:50:10,237.0,M076,Debit,Tucson,1,115,False,0.5714285714285714,False,0.2435531864829133
AC00252,TX002243,2023-12-25 17:12:21,1169.59,M067,Debit,New York,1,114,True,1.0,False,0.6076519095592262
AC00400,TX002244,2023-12-13 16:41:13,347.63,M025,Credit,Chicago,1,272,False,1.0,False,0.37913229600406145
AC00384,TX002245,2023-04-05 17:52:24,517.68,M066,Debit,Omaha,1,24,False,0.8571428571428571,False,0.35956059646937705
AC00329,TX002246,2023-11-27 18:28:57,36.25,M059,Debit,Tucson,1,76,False,0.3333333333333333,False,0.20562441552034283
AC00033,TX002247,2023-06-22 17:27:50,46.53,M082,Debit,San Francisco,1,34,False,0.3333333333333333,False,0.5581160844633899
AC00003,TX002248,2023-10-02 18:57:19,207.47,M045,Debit,Miami,1,12,False,0.4,False,0.3125679952045252
AC00429,TX002249,2023-04-03 18:41:57,199.7,M084,Debit,Indianapolis,1,285,False,1.0,False,0.3175014860397231
AC00488,TX002250,2023-07-10 16:34:43,307.89,M032,Credit,Nashville,1,90,False,0.75,False,0.3590996205866005
AC00325,TX002251,2023-06-08 16:56:16,403.63,M042,Debit,Las Vegas,3,167,False,0.6,False,0.432161037157524
AC00359,TX002252,2023-04-19 16:41:27,20.06,M017,Debit,Memphis,1,144,False,0.1666666666666666,False,0.35143276211314145
AC00478,TX002253,2023-09-01 17:51:34,236.57,M023,Debit,Sacramento,1,112,False,0.4285714285714285,False,0.34525249087509696
AC00236,TX002254,2023-08-04 17:44:36,0.32,M033,Debit,Boston,1,136,False,0.1666666666666666,False,0.35848022796794005
AC00085,TX002255,2023-09-15 17:03:44,14.28,M059,Debit,Phoenix,1,81,False,0.1666666666666666,False,0.35495103857954496
AC00349,TX002256,2023-05-12 16:14:22,232.35,M048,Credit,Atlanta,1,153,False,0.6666666666666666,False,0.5068459967783935
AC00314,TX002257,2023-02-24 18:25:34,317.53,M070,Debit,Miami,1,104,False,0.75,False,0.16912007785209526
AC00056,TX002258,2023-05-15 17:37:32,74.67,M074,Debit,Indianapolis,1,283,False,0.6666666666666666,False,0.32278861195492525
AC00399,TX002259,2023-10-24 17:28:18,65.01,M004,Credit,Austin,1,67,False,0.4,False,0.36429716000830403
AC00324,TX002260,2023-07-26 17:29:24,0.45,M078,Debit,Kansas City,1,172,False,0.2,False,0.25544500069700465
AC00095,TX002261,2023-02-03 16:06:00,364.13,M070,Debit,Fort Worth,1,61,False,0.625,False,0.23929351862944964
AC00086,TX002262,2023-02-06 17:23:52,340.13,M029,Debit,Mesa,3,32,False,0.5714285714285714,False,0.460165028606943
AC00279,TX002263,2023-03-02 18:36:55,15.81,M018,Debit,Oklahoma City,4,11,False,0.1111111111111111,True,0.6421725273344605
AC00431,TX002264,2023-06-28 16:05:19,222.66,M038,Debit,Detroit,1,88,False,0.2857142857142857,False,0.1706278216731149
AC00369,TX002265,2023-03-09 18:04:32,638.24,M047,Debit,Phoenix,1,64,False,0.8333333333333334,False,0.3513408409851884
AC00089,TX002266,2023-09-25 16:37:04,241.21,M037,Debit,Omaha,1,108,False,0.8,False,0.29373660348799496
AC00035,TX002267,2023-09-28 16:33:08,171.16,M058,Debit,New York,1,42,False,0.5555555555555556,False,0.20118419437842028
AC00416,TX002268,2023-04-19 16:38:41,1360.67,M092,Debit,Raleigh,1,118,False,1.0,False,0.5955069461705301
AC00056,TX002269,2023-09-25 17:29:01,37.65,M062,Credit,San Jose,1,109,False,0.3333333333333333,False,0.35299962669649504
AC00197,TX002270,2023-10-02 16:32:31,25.77,M054,Debit,Memphis,1,18,False,0.25,False,0.40605424620005226
AC00396,TX002271,2023-07-10 16:04:39,789.8,M038,Debit,Jacksonville,1,94,False,0.875,False,0.19385274635661395
AC00295,TX002272,2023-11-29 18:03:46,308.85,M030,Credit,Los Angeles,2,33,False,0.6666666666666666,False,0.49463811389193485
AC00268,TX002273,2023-09-22 16:13:06,1454.52,M088,Debit,Miami,1,20,False,1.0,False,0.49190907800290956
AC00357,TX002274,2023-03-07 17:48:05,806.97,M028,Debit,Seattle,1,11,False,1.0,False,0.3860653027537048
AC00490,TX002275,2023-06-26 17:34:00,364.81,M027,Debit,Charlotte,1,53,False,0.8,False,0.211655494482334
AC00367,TX002276,2023-06-01 18:04:35,490.82,M029,Debit,Kansas City,1,114,False,1.0,False,0.24598157948981397
AC00093,TX002277,2023-01-27 18:59:43,1021.38,M013,Debit,Detroit,1,125,False,1.0,False,0.29310395381914345
AC00177,TX002278,2023-05-22 16:41:12,311.28,M045,Debit,Atlanta,1,198,False,0.6666666666666666,False,0.32515410358757896
AC00118,TX002279,2023-04-10 16:52:51,85.03,M020,Debit,San Diego,1,48,False,0.25,False,0.255886994166571
AC00183,TX002280,2023-04-12 17:54:47,307.75,M085,Debit,Detroit,1,63,False,0.6666666666666666,False,0.2066561082812487
AC00137,TX002281,2023-07-06 18:09:06,333.67,M037,Debit,Fort Worth,1,68,False,1.0,False,0.27324467313777173
AC00225,TX002282,2023-10-20 16:29:44,589.89,M028,Debit,Jacksonville,3,213,False,0.9090909090909092,False,0.544265944376484
AC00191,TX002283,2023-03-06 16:37:23,372.08,M032,Debit,Houston,1,63,False,1.0,False,0.20921555147270088
AC00373,TX002284,2023-09-18 17:13:32,502.9,M001,Credit,Fresno,1,141,False,0.8888888888888888,False,0.3536381165017474
AC00167,TX002285,2023-09-27 16:39:38,103.81,M098,Debit,Oklahoma City,1,34,False,0.2,False,0.22958027518880267
AC00149,TX002286,2023-02-06 17:38:53,69.43,M003,Debit,Las Vegas,1,162,False,0.3333333333333333,False,0.17870805427276057
AC00453,TX002287,2023-09-21 16:52:18,110.4,M033,Credit,San Diego,1,62,False,0.2222222222222222,False,0.44073974239581176
AC00253,TX002288,2023-08-14 16:52:32,275.65,M013,Credit,Atlanta,1,14,False,0.3333333333333333,False,0.3426873173633077
AC00149,TX002289,2023-11-09 18:45:10,336.01,M043,Debit,Colorado Springs,4,121,False,0.6666666666666666,False,0.37338376468379264
AC00359,TX002290,2023-04-03 16:14:34,251.8,M020,Debit,Mesa,1,102,False,0.5,False,0.2704111818905352
AC00050,TX002291,2023-08-11 17:27:16,334.07,M054,Debit,New York,1,200,False,1.0,False,0.30624269675142546
AC00054,TX002292,2023-09-06 18:56:24,52.44,M046,Debit,Raleigh,1,87,False,0.2222222222222222,False,0.3980266557508608
AC00388,TX002293,2023-09-04 17:22:24,1030.85,M060,Debit,San Diego,1,39,True,1.0,True,0.6477638355354574
AC00322,TX002294,2023-07-21 16:54:10,141.37,M026,Debit,Denver,1,77,False,0.4444444444444444,False,0.0740006080615127
AC00140,TX002295,2023-11-13 16:58:19,211.7,M064,Credit,Chicago,1,205,False,0.8571428571428571,False,0.3495615022369314
AC00138,TX002296,2023-01-30 16:45:11,61.4,M073,Debit,San Jose,2,20,False,0.5,False,0.4249330882973115
AC00408,TX002297,2023-04-17 16:12:22,308.23,M058,Debit,Las Vegas,1,23,False,1.0,False,0.31178979884709973
AC00219,TX002298,2023-12-27 17:18:17,111.41,M079,Debit,Chicago,1,181,False,0.6,False,0.25403043414138976
AC00339,TX002299,2023-03-15 16:16:53,675.49,M065,Debit,Charlotte,1,159,False,1.0,False,0.19999020418897906
AC00446,TX002300,2023-07-19 17:16:18,29.72,M084,Debit,San Antonio,1,38,False,0.2,False,0.2572904646269486
AC00038,TX002301,2023-06-27 16:40:58,301.73,M044,Debit,Tucson,1,163,False,1.0,False,0.19930258048927038
AC00387,TX002302,2023-09-28 18:53:02,294.61,M046,Debit,Omaha,1,74,False,0.6666666666666666,False,0.21308904044721058
AC00126,TX002303,2023-04-17 17:32:12,106.43,M063,Credit,Phoenix,1,164,False,0.4285714285714285,False,0.47786233785904414
AC00155,TX002304,2023-11-20 16:42:12,381.52,M052,Debit,Seattle,1,79,False,0.8333333333333334,False,0.27353891818749104
